idx;date;rubro;subrubro;detalle;Total Entidades Establecimientos de crédito sin IOE'S;Total Sector Privado;Total Sector Privado Nacional;Total Sector Privado Extranjero;Total Sector Público;Total Sector Cooperativas;Total Bancos ;Bancos Privados;Bancos Privados Nacionales ;Bancos Privados Extranjeros;Bancos Públicos ;Bancos Nacionales;Total CFIs;CFIs Privadas;CFIs Privadas Nacionales;CFIs Privadas Extranjeras;Total CFs ;Total CFs Nacionales (Tradicionales+Leasing);Total CFs Extranjeras (Tradicionales+Leasing);Total CFs Tradicionales;CFs Privadas;CFs Privadas Nacionales;CFs Privadas Extranjeras;Total Cooperativas;BANCO DE BOGOTA;BANCO POPULAR;ITAÚ CORPBANCA COLOMBIA S.A.;BANCOLOMBIA;CITIBANK-COLOMBIA;GNB SUDAMERIS;BBVA COLOMBIA;OCCIDENTE;BANCO CAJA SOCIAL;DAVIVIENDA;SCOTIABANK COLPATRIA S.A;BANAGRARIO;BANCO AV VILLAS;BANCO CREDIFINANCIERA ;BANCAMIA;BANCO W S.A.;BANCOOMEVA;BANCO FINANDINA;BANCO FALABELLA S.A.;BANCO PICHINCHA S.A.;COOPCENTRAL;BANCO SANTANDER DE NEGOCIOS COLOMBIA;BANCO MUNDO MUJER S.A.;MIBANCO S.A.;BANCO SERFINANZA S.A.;BANCO J.P: MORGAN COLOMBIA S.A.;LULO BANK S.A.;BANCO PTG PACTUAL;CORFICOLOMBIANA;B INV BANCOLOMBIA;BNP PARIBAS COLOMBIA;CORPORACIÓN FINANCIERA GNB SUDAMERIS S.A;CORPORACIÓN FINANCIERA DAVIVIENDA;GIROS Y FINANZAS;COMPAÑÍA DE FINANCIAMIENTO TUYA;GM FINANCIAL COLOMBIA S.A.;COLTEFINANCIERA;DANN REGIONAL;CREDIFAMILIA;CREZCAMOS S.A.;LA HIPOTECARIA;FINANCIERA JURISCOOP S.A.;RCI COLOMBIA S.A.;BANCAR TECNOLOGIA CO S.A.;COOP FINAN DE ANTIOQUIA;JFK COOPERATIVA FINANCIERA;COOP FINAN COOFINEP;COOP FINAN COTRAFA;COOP FINAN CONFIAR;BANCO BTG PACTUAL;BANCO UNION;IRIS CF;SANTANDER CONSUMER S.A. C.F.C;Total CFIs privadas;BANCIEN S.A;RAPPIPAY COMPAÑÍA DE FINANCIAMIENTO;MERCADO PAGO;BOLD COMPAÑÍA DE FINANCIAMIENTO;BANCO CONTACTAR;CREDICORP CAPITAL CORPORACIÓN FINANCIERA ;NU COLOMBIA C.F.;KOA C.F
2565;2024-12-31 00:00:00;INGRESOS DE OPERACIONES;INGRESOS FINANCIEROS CARTERA;OPERACIONES DE REDESCUENTO DE CARTERA CONSUMO;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2566;2024-12-31 00:00:00;INGRESOS DE OPERACIONES;INGRESOS FINANCIEROS CARTERA;OPERACIONES DE REDESCUENTO DE CARTERA DE VIVIENDA Y LEASING HABITACIONAL;1594.58;0;0;0;0;1594.58;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1594.58;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10.69;0;0;1583.89;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2567;2024-12-31 00:00:00;INGRESOS DE OPERACIONES;INGRESOS FINANCIEROS CARTERA;OPERACIONES DE REDESCUENTO DE CARTERA COMERCIAL;2359525.08;1897530.15;1323827.58;573702.57;461247.11;747.82;2351879.4;1890632.29;1316929.72;573702.57;461247.11;1778176.83;0;0;0;0;6897.86;6897.86;0;6897.86;6897.86;6897.86;0;747.82;331854.53;67004.77;37044.84;458631.32;0;168743.84;199471.13;124201.42;58.4;269837.27;136671.99;461247.11;19568.37;0;234.03;0;0;26384.34;0;5519.44;2506.36;26251.33;0;0;16648.91;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5282.87;0;0;619.4;0;0;128.42;0;0;0;1614.99;0;0;0;0;0;0;0;0;0;0
2568;2024-12-31 00:00:00;INGRESOS DE OPERACIONES;INGRESOS FINANCIEROS CARTERA;OPERACIONES DE REDESCUENTO DE CARTERA DE MICROCRÉDITO;1257116.16;9996.75;9996.75;0;1246674.38;445.03;1256671.13;9996.75;9996.75;0;1246674.38;1256671.13;0;0;0;0;0;0;0;0;0;0;0;445.03;0;76.05;0;0;0;0;0;0;0;0;0;1246674.38;0;0;9632.91;287.79;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;445.03;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2569;2024-12-31 00:00:00;INGRESOS DE OPERACIONES;INGRESOS FINANCIEROS CARTERA;MORATORIOS CARTERA DE CONSUMO;702597.36;690270.58;549563.12;140707.46;4670.6;7656.18;630514.25;625843.65;492482.22;133361.43;4670.6;497152.82;0;0;0;0;64426.93;57080.9;7346.03;64426.93;64426.93;57080.9;7346.03;7656.18;10961.17;14174.47;9508.92;354598;0;858.07;71709.63;17343.08;7299.59;53116.13;25021.52;4670.6;16439.28;0;14.16;64.18;2844.22;7915.11;22700.6;1180.89;226.77;2381.8;817.54;5.74;2151.02;0;301.51;0;0;0;0;0;0;0;55619.27;2557.32;467.98;0;0;73.72;71.19;993.64;4643.8;0;219.37;2734.24;0;1830.58;2871.99;0;3125.19;0.01;0;0;1008.4;0;0;0;76.66;0;0;0
2570;2024-12-31 00:00:00;INGRESOS DE OPERACIONES;INGRESOS FINANCIEROS CARTERA;MORATORIOS CARTERA DE VIVIENDA Y LEASING HABITACIONAL;25170.06;21885;13924.61;7960.39;59.11;3225.95;21433.75;21374.64;13574.02;7800.62;59.11;13633.13;0;0;0;0;510.36;350.59;159.77;510.36;510.36;350.59;159.77;3225.95;872.62;530.96;181.84;3516.89;0;0.04;6478.65;291.76;2775.72;4159.73;1140.09;59.11;1121.28;0;1.68;0;183.94;0;0;0;0;0;0;38.46;0;0;0;0;0;0;0;0;0;0;0;0;0;0;319.43;5.38;154.39;31.16;0;0;0.58;0;0;17.23;3208.14;0;80.98;0;0;0;0;0;0;0;0;0;0;0
2571;2024-12-31 00:00:00;INGRESOS DE OPERACIONES;INGRESOS FINANCIEROS CARTERA;MORATORIOS CARTERA COMERCIAL;588926.02;565607.58;504417.26;61190.32;19096.1;4222.34;575154.98;556058.88;498292.7;57766.18;19096.1;517388.8;0;0;0;0;9548.7;6124.56;3424.14;9548.7;9548.7;6124.56;3424.14;4222.34;41863.45;1590.17;17356.74;261568.26;16.28;3702.02;29948.96;112249.47;1865.81;66427.17;1560.52;19096.1;1677.74;0;399.27;515.81;2229.93;1613.37;1.7;1025.84;647.67;4023.13;868.15;676.4;3932.73;0;0;0;0;0;0;0;0;0;0;989.65;4004.61;0;0;368.27;0;1591.6;2066.22;0;121.09;239.33;0;25.48;3836.44;130.99;16.75;528.35;0;0;59.47;0;0;0;91.08;0;0;0
2572;2024-12-31 00:00:00;INGRESOS DE OPERACIONES;INGRESOS FINANCIEROS CARTERA;MORATORIOS CARTERA DE MICROCRÉDITO;97619.95;54215.59;45349.68;8865.91;38894.4;4509.96;88731.64;49837.24;45204.91;4632.33;38894.4;84099.31;0;0;0;0;4378.35;144.77;4233.58;4378.35;4378.35;144.77;4233.58;4509.96;699.46;6.28;0;7555.15;0;0;0;0;5553.23;0;0;38894.4;0.39;0;9784.7;3687.92;0;0;0;0;18.48;4632.33;8824.14;4137.42;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4233.58;0;144.77;0;0;325.21;520.12;0;206.32;3458.31;0;0;0;0;0;2198.94;0;0;0;2738.8;0;0;0
2573;2024-12-31 00:00:00;INGRESOS DE OPERACIONES;INGRESOS FINANCIEROS CARTERA;OTROS;26202.16;23715.45;22412.32;1303.13;2486.7;0.01;16713.85;14227.15;12924.03;1303.12;2486.7;15410.73;0;0;0;0;9488.3;9488.29;0.01;9488.3;9488.3;9488.29;0.01;0.01;4029.35;0.010000001;-0.010000001;-0.020000003;0;0;0.009999996;0;-0.01;8093.09;-0.009999999;2486.7;801.59;0;0.01;-0.01;-0.01;0;31.91;0;0;835.53;0;0;0;0.01;0.01;0;0;0;0;0;0;0;0.01;0.01;9472.59;0;-0.01;0;0;0;0;0;0;0;0;-0.01;0.02;435.68;0;15.7;0;0;0.01;0;0;0;0.01;0;0;0
2574;2024-12-31 00:00:00;INGRESOS DE OPERACIONES;INGRESOS FINANCIEROS OPERACIONES DEL MERCADO    MONETARIO Y OTROS INTERESES;0;3790604.57;3665406.67;2232743.09;1432663.58;102090.09;23107.81;3353703.71;3251613.62;1861864.37;1389749.25;102090.09;1963954.46;197298.92;0;191902.03;5396.89;216494.13;178976.69;37517.44;216494.13;216494.13;178976.69;37517.44;23107.81;401656.71;95969.85;121000.03;538417.31;147664.64;305980.92;428378.96;154454.13;57603.92;391737.63;89593.02;102090.09;27882.37;0;19591.77;12508.27;22707.83;5816.03;33267.65;5632.12;27943.27;69902.01;22601.09;17592.72;31113.41;129480.55;5673.49;0;175492.03;8166.01;5396.89;2730.37;1230.79;0;17278.79;2501.71;8705.24;0;3676.92;704.78;0;12765.44;32359.16;1539.57;6229.22;9930.86;0;4108.07;2839.66;58849.35;3062.75;7376.37;0;197298.92;22302.84;9512.45;190.3;412.22;3228.98;4282.83;119471.18;0
2575;2024-12-31 00:00:00;INGRESOS DE OPERACIONES;OTROS INTERESES BANCO REPÚBLICA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2576;2024-12-31 00:00:00;INGRESOS DE OPERACIONES;POR VALORACIÓN DE INVERSIONES A VALOR RAZONABLE - INSTRUMENTOS DE DEUDA;0;6050105.24;5749064.99;3037323.72;2711741.27;299077.37;1962.88;5574060.26;5274982.89;2620127.31;2654855.58;299077.37;2919204.68;456957.62;0;404702;52255.62;17124.48;12494.41;4630.07;17124.48;17124.48;12494.41;4630.07;1962.88;35486.4;32238.92;447652.65;822230.31;166588.98;586045.22;1000437.3;230279.13;199716.04;1141326.6;123284.1;299077.37;43459.92;0;3085.11;1244.97;44463.56;2545.9;17347.91;52786.39;8612.83;166268.01;45755.19;671.41;1042.73;90218.28;6262.32;0;404681.15;1.02;52255.62;0;0;0;0;0;33.85;0;869.4;0;644.19;6586.42;0;3985.88;0;0;0;1579.93;382.95;4226.74;990.11;0;0;456957.62;710.46;3465.84;12.22;0;5.4;19.83;1526.68;0
2577;2024-12-31 00:00:00;INGRESOS DE OPERACIONES;POR VALORACIÓN DE INVERSIONES A VALOR RAZONABLE - INSTRUMENTOS DE PATRIMONIO;0;708215.19;695317.37;650245.85;45071.52;0;12897.82;427299.81;427299.81;385591.12;41708.69;0;385591.12;258355.97;0;258355.97;0;9661.59;6298.76;3362.83;9661.59;9661.59;6298.76;3362.83;12897.82;51615.79;58485.38;619.74;45331.47;0;40498.14;0;75925.99;99.79;31063.8;489.07;0;88637.05;0;339.74;1239.82;13840.62;436.51;0;101.74;1195.71;0;7996.45;1014.56;6095.8;0;0;0;6546.52;12.87;0;251796.58;0;0;2143.2;1069.34;83.6;0;330.69;1017.29;401.16;955.8;8.94;499.03;3457.53;6021.26;0;1230.14;2188.89;0;1089.17;146.48;0;258355.97;842.51;284.22;2354.77;367.07;340.96;0;0;0
2578;2024-12-31 00:00:00;INGRESOS DE OPERACIONES;POR FINANCIACIÓN DE VALORES;0;1937.77;1937.77;1937.77;0;0;0;1937.77;1937.77;1937.77;0;0;1937.77;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1937.77;0;0;0;0;0;0;0;0;0;0;0
2579;2024-12-31 00:00:00;INGRESOS DE OPERACIONES;REAJUSTE DE LA UNIDAD DE VALOR REAL   UVR;0;1481134.97;1480665.57;1383609.57;97056;469.4;0;1439050.27;1438580.87;1348008.31;90572.56;469.4;1348477.71;0;0;0;0;42084.7;35601.26;6483.44;42084.7;42084.7;35601.26;6483.44;0;52277.74;1044.85;200.19;602200.8;0;0;62697;27425.98;110037.44;538216.71;27675.37;469.4;15791.65;0;0;0;1013.14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;35601.26;0;6483.44;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2580;2024-12-31 00:00:00;INGRESOS DE OPERACIONES;POR VALORACIÓN A COSTO AMORTIZADO DE INVERSIONES;0;7864680.94;7092676.97;5383610.67;1709066.3;751040.77;20963.2;7515441.66;6764400.89;5061695.55;1702705.34;751040.77;5812736.32;268366.18;0;268366.18;0;59909.9;53548.94;6360.96;59909.9;59909.9;53548.94;6360.96;20963.2;2985989.98;290922.85;273533.42;634915.44;318164.44;116105.62;594220.8;444080.85;140794.31;364816.54;340401.31;751040.77;122188.7;0;0;3877.61;23770.05;14868.91;28839.54;9374.18;5411.33;19847.3;5092.16;4944.37;7344.97;0;560.54;0;268360.5;5.68;0;0;0;0;11312.98;2446.36;7546.27;0;598.5;689.56;929.99;6589.27;2290.12;0;1569.75;7626.31;0;3885.76;7881.38;2218.73;3109.6;2346.99;0;268366.18;8905.27;350.73;0.04;4.93;102.07;0;24804.16;0
2581;2024-12-31 00:00:00;INGRESOS DE OPERACIONES;COMISIONES Y/O HONORARIOS;0;14949838.19;14588884.24;11097648.96;3491235.28;326290.9;34663.05;14143486.35;13817195.45;10510786.42;3306409.03;326290.9;10837077.32;101740.04;0;95268.47;6471.57;669948.75;491594.07;178354.68;669948.75;669948.75;491594.07;178354.68;34663.05;1475326.24;170020.35;238674.44;5121862.99;114143.98;55830.67;921210.96;467295.8;283160.98;1625342.5;1250046.29;326290.9;354400.82;0;87922.77;82614.64;121763.83;103271.72;459533.05;26115.63;11880.66;123878.89;149856.16;41177.87;232327.49;18526.28;3939.84;0;25402.75;69865.72;6471.57;0;0;0;413341.88;30472.9;27126.28;0;3608.83;15538.66;1721.24;17375.71;80605.18;1472.84;8105.13;0;0;4110;22447.92;98448.84;111867.26;3972.48;0;101740.04;37321.4;4022.48;45.17;48543.86;29433.1;0;22101.24;0
2582;2024-12-31 00:00:00;INGRESOS DE OPERACIONES;POR VALORACIÓN DE POSICIONES EN CORTO DE OPERACIONES REPO ABIERTO,  SIMULTÁNEAS Y TRANSFERENCIA TEMPORAL DE VALORES;0;1630269.96;1572346.12;731702;840644.12;57923.84;0;1188962.63;1131038.79;295019.03;836019.76;57923.84;352942.87;441307.33;0;436682.97;4624.36;0;0;0;0;0;0;0;0;6767.22;481.99;101476.43;49305.71;21971.14;1816.75;335633.82;218053.74;0;17860.29;106293.12;57923.84;2550.08;0;0;0;0;0;0;0;0;6657.18;0;0;0;262171.32;0;0;436682.97;0;4624.36;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;441307.33;0;0;0;0;0;0;0;0
2583;2024-12-31 00:00:00;INGRESOS DE OPERACIONES;POR VENTA DE INVERSIONES;0;3639766.68;3620840.83;1787727.19;1833113.64;18925.85;0;3326301.16;3307375.31;1479613.34;1827761.97;18925.85;1498539.19;313376.52;0;308031.83;5344.69;89;82.02;6.98;89;89;82.02;6.98;0;72020.69;13094.74;88941.92;119500.95;544827.52;57296.86;280595.78;253111.98;6474.16;965827.12;212224.04;18925.85;5260.5;0;3.48;31.23;43450.27;137.12;8061.22;49.07;0;193041.83;187.48;233.59;0;441041.78;274.2;0;308030.85;0.98;5344.69;0;0;0;0;0;54.57;0;0;0;0;11.21;0;6.98;0;0;0;0;0;1681.95;5.83;0;0;313376.52;0;8.59;7.65;0;0;0;0;0
2584;2024-12-31 00:00:00;INGRESOS DE OPERACIONES;VALORACIÓN DE OPERACIONES DE CONTADO;0;500128.38;490634.91;468378.14;22256.77;9493.47;0;491735.85;482242.38;468304.87;13937.51;9493.47;477798.34;8328.7;0;9.44;8319.26;63.83;63.83;0;63.83;63.83;63.83;0;0;2446.69;443.2;147.63;383845.07;993.69;3545.39;377.01;119.94;0;81299.57;185.99;9493.47;0;0;0;131.63;0.48;0;1.17;0;0;7379.27;18.24;0;0;902.12;0;0;0.3;0;8319.26;0;0;0;0;0;63.83;0;0;0;0;0;0;0;0;0;0;0;0;405.24;0.05;0;0;8328.7;0;0;0;0;0;9.14;0;0
2585;2024-12-31 00:00:00;INGRESOS DE OPERACIONES;VALORACIÓN DE DERIVADOS - DE NEGOCIACIÓN;0;231437476.3;231227307.3;131917327;99309980.32;210168.91;0;229376346.9;229166178;129860634.6;99305543.34;210168.91;130070803.6;2061129.36;0;2056692.38;4436.98;0;0;0;0;0;0;0;0;6614251.2;1218490.91;5233884.58;97472183.03;32972601.4;24046.81;50285120.14;12301550.73;0;12250662.23;5834950.41;210168.91;1732.87;0;0;0;0;0;101343.75;0;0;3478493.11;0;0;0;1195264.62;0;0;2007734.71;0;4436.98;10746.58;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;179838.52;0;0;0;2061129.36;0;0;0;0;1763.67;38211.09;0;0
2586;2024-12-31 00:00:00;INGRESOS DE OPERACIONES;POR VENTA DE ACTIVOS NO CORRIENTES MANTENIDOS PARA LA VENTA;0;201144.31;198389.41;180635.86;17753.55;2489.03;265.87;185250.74;182761.71;166813.55;15948.16;2489.03;169302.58;0;0;0;0;15627.7;13822.31;1805.39;15627.7;15627.7;13822.31;1805.39;265.87;17705.36;0;0;133688.69;0;2897.94;1790.94;2387.71;178.22;7748.99;9900.33;2489.03;16.45;0;0;425.54;31.95;3167.01;0;1358.95;0;0;0;0;1394.73;0;0;0;0;0;0;0;0;0;0;692.15;760.27;0;52.29;0;0;0;1113.24;0;0;0;0;0;265.87;0;0;13009.75;0;0;68.9;0;0;0;0;0;0;0
2587;2024-12-31 00:00:00;INGRESOS DE OPERACIONES;POR VENTA DE PROPIEDADES Y EQUIPO;0;79951.94;78812.59;60017.24;18795.35;96.34;1043.01;77734.49;77638.15;59851.32;17786.83;96.34;59947.66;136.04;0;136.04;0;1038.4;29.88;1008.52;1038.4;1038.4;29.88;1008.52;1043.01;28729.08;9486.64;12537.92;4868.72;365;3.79;0;11152.59;162.8;1509.41;4433.17;96.34;3183.23;0;0;0;31.87;0;0;446.95;93.8;0;2.52;623.79;0;0;0;0;136.04;0;0;0;0;0;7.62;690.33;0;0;0;313.57;4.62;0;0;0;396.37;0;0;6.16;640.48;0;0;22.26;0;136.04;5.27;0;0;0;1.6;0;0;0
2588;2024-12-31 00:00:00;INGRESOS DE OPERACIONES;CAMBIOS;0;16600145.41;16507670.36;13106173.7;3401496.66;92466.91;8.14;14017415.14;13924948.23;10582178.89;3342769.34;92466.91;10674645.8;2555974.3;0;2507760.86;48213.44;26747.83;16233.95;10513.88;26747.83;26747.83;16233.95;10513.88;8.14;1172140.01;855089.45;665231.61;2340699.55;479226.35;44290.13;1491810.03;325714.89;20645.14;5477043.51;480955.38;92466.91;99431.13;0;84.88;25796.94;0;0;32584.3;14256.99;598.63;67168.09;0;0;0;40891.66;890.88;0;2501673.22;1527;48213.44;1214.84;0;0;878.73;0;10698.95;0;88.02;4513.76;0;0;245.42;1374.14;0;8.14;0;0;0;26354.8;71800.42;0;0;2555974.3;1445.29;1032.43;6.27;4380.56;190798.17;3345.8;3529.55;0
2589;2024-12-31 00:00:00;INGRESOS DE OPERACIONES;VALORACIÓN DE DERIVADOS - DE COBERTURA;0;1510275.39;1510275.39;794548.59;715726.8;0;0;1486104.76;1486104.76;775960.18;710144.58;0;775960.18;2213.3;0;2213.3;0;21957.33;16375.11;5582.22;21957.33;21957.33;16375.11;5582.22;0;487813.04;0;527670.64;2174.05;0;0;0;10875.59;0;269925.98;174843.21;0;0;0;0;0;0;0;691.57;2549.13;0;0;0;0;0;0;0;0;0;0;0;2213.3;0;0;0;0;16375.11;0;0;5582.22;0;0;0;0;0;0;0;0;0;4390.03;0;0;0;2213.3;0;0;0;0;5171.52;0;0;0
2590;2024-12-31 00:00:00;INGRESOS DE OPERACIONES;DIVIDENDOS Y PARTICIPACIONES;0;199974.16;196296.92;161234.19;35062.73;3602.42;74.82;122684.04;119081.62;84018.89;35062.73;3602.42;87621.31;76150.34;0;76150.34;0;1064.96;1064.96;0;1064.96;1064.96;1064.96;0;74.82;15126.64;12734.74;6314.4;3810.03;3205.26;2198.56;16624.65;6249.41;5920.05;26345.83;6538.11;3602.42;9983.02;0;0;0;3512.03;11.61;0;181.75;24.01;0;0;0.28;0;0;0;0;64891.13;4989.24;0;6269.97;0;0;0;0;1052.95;0;0;0;0;12.01;0;0;0;0;0;31.59;43.23;0;0;0;0;76150.34;301.24;0;0;0;0;0;0;0
2591;2024-12-31 00:00:00;INGRESOS DE OPERACIONES;ARRENDAMIENTOS;0;84178.15;82860.03;72090.82;10769.21;1087.53;230.59;80983.96;79896.43;69134.95;10761.48;1087.53;70222.48;2306;0;2306;0;657.6;649.87;7.73;657.6;657.6;649.87;7.73;230.59;3553.57;752.64;192.82;23153.4;1977.81;113.42;4471;6442.49;6035.54;28753.11;3291.64;1087.53;0;0;38.42;0;0;0;714.79;0;405.78;0;0;0;0;0;0;0;2306;0;0;0;0;0;0;7.73;51.11;0;0;0;0;0;0;0;52.8;0;0;167.17;10.62;0;0;598.76;0;2306;0;0;0;0;0;0;0;0
2592;2024-12-31 00:00:00;INGRESOS DE OPERACIONES;POR EL MÉTODO DE PARTICIPACIÓN PATRIMONIAL;0;6252916.34;6244445.93;5123926.08;1120519.85;8330.41;140;4466949.1;4458618.69;3338098.84;1120519.85;8330.41;3346429.25;1785827.24;0;1785827.24;0;0;0;0;0;0;0;0;140;534013.09;30493.49;125891.21;1971809.58;31025.11;840563.41;65006.66;345104.2;28937.98;424703.5;5459.03;8330.41;1303.92;0;0;0;1733.08;0;0;0;0;0;0;0;0;0;0;0;1260379.68;104715.32;0;396565.89;24166.35;0;0;0;0;0;0;0;0;0;0;0;0;0;0;140;0;52574.43;0;0;0;1785827.24;0;0;0;0;0;0;0;0
2593;2024-12-31 00:00:00;INGRESOS DE OPERACIONES;REVERSIÓN DE LA PÉRDIDA POR DETERIORO;0;247491.52;247491.52;225666.77;21824.75;0;0;229196.9;229196.9;208900.72;20296.18;0;208900.72;3852.25;0;3852.25;0;14442.37;12913.8;1528.57;14442.37;14442.37;12913.8;1528.57;0;58545.73;55879.4;254.13;9602.46;0;0;20042.05;35619.54;6410.68;31575.72;0;0;11237.75;0;6.7;22.74;0;0;0;0;0;0;0;0;0;0;0;0;3852.25;0;0;0;0;0;0;1528.57;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12913.8;0;3852.25;0;0;0;0;0;0;0;0
2594;2024-12-31 00:00:00;INGRESOS DE OPERACIONES;RECUPERACIONES RIESGO OPERATIVO;0;258530.18;254322.88;233323.38;20999.5;3881.07;326.23;253544.18;249663.11;229197.24;20465.87;3881.07;233078.31;0;0;0;0;4659.77;4126.14;533.63;4659.77;4659.77;4126.14;533.63;326.23;16774.91;396.56;2885.43;57306.36;378.99;0.98;13279.82;5004.55;1953.86;135645.48;2576.96;3881.07;7463.25;0;1200.41;13.84;711.66;8.11;1142.87;38.85;0;161.97;356.04;5.31;1292.31;0;101.84;0;0;0;0;0;0;0;3567.44;310.28;344.25;0;0;189.02;0;71.42;26.42;5.24;0;193.05;0;8.9;124.28;0;858.86;14.14;0;0;103.61;106.54;0;2.67;0.28;0;22.35;0
2595;2024-12-31 00:00:00;INGRESOS DE OPERACIONES;INDEMNIZACIONES;0;7333.85;7333.85;7297.88;35.97;0;0;6899.86;6899.86;6865.91;33.95;0;6865.91;0;0;0;0;433.99;431.97;2.02;433.99;433.99;431.97;2.02;0;0;0;33.95;21.42;0;0;0;3924.86;25.88;2775.58;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;431.97;0;0;0;0;2.02;0;0;0;0;0;0;0;0;0;0;118.17;0;0;0;0;0;0;0
2596;2024-12-31 00:00:00;INGRESOS DE OPERACIONES;DIVERSOS;0;5034665.75;4955100.26;3803791.84;1151308.42;59524.09;20041.4;4418634.41;4359110.32;3417316.1;941794.22;59524.09;3476840.19;253932.06;0;145507.34;108424.72;342057.88;240968.4;101089.48;342057.88;342057.88;240968.4;101089.48;20041.4;160238.39;204936.38;103351.05;910178.89;9493.5;174155.46;405012.43;132961.66;60688.82;1505272.58;148641.19;59524.09;115234.77;0;32377.13;38781.85;44110.64;14053.77;44781.91;25056.61;6195.93;24662.52;1261.81;34307.29;30067.91;5961.61;36493.03;0;131088.33;9870.55;108424.72;0;250.46;0;69577.47;58192.77;47839.13;0;4.47;19508.68;3564.03;29469.72;6713.84;11970.18;3574.31;3992.46;0;9078.13;3396.5;677.94;33107.1;4598.57;0;253932.06;20839.94;15023.87;9.57;1139.98;36208.21;4298;74445.6;0
2597;2024-12-31 00:00:00;INGRESOS DE OPERACIONES;INGRESOS OPERACIONALES LEASING;0;8210546.3;8210546.3;7067840.52;1142705.78;0;0;8200181.3;8200181.3;7057475.52;1142705.78;0;7057475.52;0;0;0;0;10365;10365;0;10365;10365;10365;0;0;584080.75;39609.52;371280.8;4504242.09;0;0;695598.32;1082463.42;7258.93;792894.39;75820.37;0;20651.03;0;0;0;0;19421.86;0;6.29;0;0;0;0;6841.87;0;0;0;0;0;0;0;0;0;0;0;9707.33;0;0;0;0;0;0;0;0;0;0;0;0;0;11.66;657.67;0;0;0;0;0;0;0;0;0;0
2598;2024-12-31 00:00:00;INGRESOS DE OPERACIONES;INGRESOS OPERACIONALES LEASING;CÁNONES DE ARRENDAMIENTO DE LEASING OPERATIVO;1026443.39;1026443.39;1026443.39;0;0;0;1026443.39;1026443.39;1026443.39;0;0;1026443.39;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;991097.24;0;0;0;27067.67;0;0;0;0;6288.94;0;0;0;0;1989.54;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2599;2024-12-31 00:00:00;INGRESOS DE OPERACIONES;INGRESOS OPERACIONALES LEASING;SANCIONES POR INCUMPLIMIENTO EN CONTRATOS DE LEASING  FINANCIERO;32910.74;32910.74;24783.26;8127.48;0;0;32910.74;32910.74;24783.26;8127.48;0;24783.26;0;0;0;0;0;0;0;0;0;0;0;0;710;41.4;2278.51;10854.55;0;0;2695.37;7710.67;0;5005.35;3153.45;0;22.51;0;0;0;0;328.75;0;0.15;0;0;0;0;109.54;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.49;0;0;0;0;0;0;0;0;0;0;0
