idx;date;rubro;subrubro;detalle;Total Entidades Establecimientos de crédito sin IOE'S;Total Sector Privado;Total Sector Privado Nacional;Total Sector Privado Extranjero;Total Sector Público;Total Sector Cooperativas;Total Bancos ;Bancos Privados;Bancos Privados Nacionales ;Bancos Privados Extranjeros;Bancos Públicos ;Bancos Nacionales;Total CFIs;CFIs Privadas;CFIs Privadas Nacionales;CFIs Privadas Extranjeras;Total CFs ;Total CFs Nacionales (Tradicionales+Leasing);Total CFs Extranjeras (Tradicionales+Leasing);Total CFs Tradicionales;CFs Privadas;CFs Privadas Nacionales;CFs Privadas Extranjeras;Total Cooperativas;BANCO DE BOGOTA;BANCO POPULAR;ITAÚ CORPBANCA COLOMBIA S.A.;BANCOLOMBIA;CITIBANK-COLOMBIA;GNB SUDAMERIS;BBVA COLOMBIA;OCCIDENTE;BANCO CAJA SOCIAL;DAVIVIENDA;SCOTIABANK COLPATRIA S.A;BANAGRARIO;BANCO AV VILLAS;BANCO CREDIFINANCIERA ;BANCAMIA;BANCO W S.A.;BANCOOMEVA;BANCO FINANDINA;BANCO FALABELLA S.A.;BANCO PICHINCHA S.A.;COOPCENTRAL;BANCO SANTANDER DE NEGOCIOS COLOMBIA;BANCO MUNDO MUJER S.A.;MIBANCO S.A.;BANCO SERFINANZA S.A.;BANCO J.P: MORGAN COLOMBIA S.A.;LULO BANK S.A.;BANCO PTG PACTUAL;CORFICOLOMBIANA;B INV BANCOLOMBIA;BNP PARIBAS COLOMBIA;CORPORACIÓN FINANCIERA GNB SUDAMERIS S.A;CORPORACIÓN FINANCIERA DAVIVIENDA;GIROS Y FINANZAS;COMPAÑÍA DE FINANCIAMIENTO TUYA;GM FINANCIAL COLOMBIA S.A.;COLTEFINANCIERA;DANN REGIONAL;CREDIFAMILIA;CREZCAMOS S.A.;LA HIPOTECARIA;FINANCIERA JURISCOOP S.A.;RCI COLOMBIA S.A.;BANCAR TECNOLOGIA CO S.A.;COOP FINAN DE ANTIOQUIA;JFK COOPERATIVA FINANCIERA;COOP FINAN COOFINEP;COOP FINAN COTRAFA;COOP FINAN CONFIAR;BANCO BTG PACTUAL;BANCO UNION;IRIS CF;SANTANDER CONSUMER S.A. C.F.C;Total CFIs privadas;BANCIEN S.A;RAPPIPAY COMPAÑÍA DE FINANCIAMIENTO;MERCADO PAGO;BOLD COMPAÑÍA DE FINANCIAMIENTO;BANCO CONTACTAR;CREDICORP CAPITAL CORPORACIÓN FINANCIERA ;NU COLOMBIA C.F.;KOA C.F
2529;2024-12-31 00:00:00;PATRIMONIO;0;0;133840215.7;129434179.5;107635765.8;21798413.77;3006513.96;1399522.21;112697421.7;109690907.7;88843809.47;20847098.26;3006513.96;91850323.43;16697239.91;0;16513534.13;183705.78;3046031.9;2278422.17;767609.73;3046031.9;3046031.9;2278422.17;767609.73;1399522.21;16139036.73;2391340.59;2902541.37;42271320.93;2044479.42;2623663.89;6554302.95;5481136.43;2204786.84;14644030.06;2758907.94;3006513.96;1569708.28;0;322063.21;511668.44;555475.83;407282.33;831425.47;296652.66;247784.23;929370.5;454643.84;420369.14;348476.25;1118992.2;388461.08;0;12590877.98;1416998.46;183705.78;2048454.89;377863.03;0;501037.01;214882.35;224309.12;0;102366.39;82274.63;72893.6;162893.35;341348.33;24544;111097.89;730066.32;0;181889.36;376468.64;786761.86;151840.99;110819.93;0;16697239.91;210881.94;78461.13;18796.57;31666.82;123502.33;79339.77;1079738.67;0
2530;2024-12-31 00:00:00;PATRIMONIO;CAPITAL SOCIAL;0;9539436.88;8424216.4;5391955.81;3032260.59;445637.52;669582.96;6147357.92;5701720.4;3266920.51;2434799.89;445637.52;3712558.03;952863.76;0;819142.38;133721.38;1769632.24;1305892.92;463739.32;1769632.24;1769632.24;1305892.92;463739.32;669582.96;3552.51;77253.27;396356.29;480913.5;144122.99;74965.78;111001.65;4676.99;204677.66;87780.67;358318.12;445637.52;22473.13;0;330611.79;171779.44;507035.25;53945.43;82799.29;516739.18;67872.21;531319.4;172310;415378.48;135103.97;99550.03;285588.09;0;3656.31;181486.07;133721.38;60000;489000;0;520631.54;83662.93;182682.19;0;36061.24;34815.97;33285.71;226221;234942;34786.03;60979.48;220237.23;0;102840.34;285525.91;119627.16;13712.51;121146.73;0;952863.76;92255.61;80686.01;33777.56;42246.68;140000;85000;104686.65;0
2531;2024-12-31 00:00:00;PATRIMONIO;CAPITAL SOCIAL;CAPITAL SUSCRITO Y PAGADO;8801981.71;8356344.19;5324083.6;3032260.59;445637.52;0;6079485.71;5633848.19;3199048.3;2434799.89;445637.52;3644685.82;952863.76;0;819142.38;133721.38;1769632.24;1305892.92;463739.32;1769632.24;1769632.24;1305892.92;463739.32;0;3552.51;77253.27;396356.29;480913.5;144122.99;74965.78;111001.65;4676.99;204677.66;87780.67;358318.12;445637.52;22473.13;0;330611.79;171779.44;507035.25;53945.43;82799.29;516739.18;0;531319.4;172310;415378.48;135103.97;99550.03;285588.09;0;3656.31;181486.07;133721.38;60000;489000;0;520631.54;83662.93;182682.19;0;36061.24;34815.97;33285.71;226221;234942;34786.03;0;0;0;0;0;119627.16;13712.51;121146.73;0;952863.76;92255.61;80686.01;33777.56;42246.68;140000;85000;104686.65;0
2532;2024-12-31 00:00:00;PATRIMONIO;CAPITAL SOCIAL;ACCIONES, CUOTAS O PARTES DE INTERÉS SOCIAL PROPIAS READQUIRIDAS (DB);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2533;2024-12-31 00:00:00;PATRIMONIO;CAPITAL SOCIAL;APORTES SOCIALES;70999.67;37872.21;37872.21;0;0;33127.46;37872.21;37872.21;37872.21;0;0;37872.21;0;0;0;0;0;0;0;0;0;0;0;33127.46;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;37872.21;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5851.51;18710.17;0;0;8565.78;0;0;0;0;0;0;0;0;0;0;0;0;0
2534;2024-12-31 00:00:00;PATRIMONIO;CAPITAL SOCIAL;CAPITAL MINIMO E IRREDUCTIBLE   SECCION AHORROS;666455.5;30000;30000;0;0;636455.5;30000;30000;30000;0;0;30000;0;0;0;0;0;0;0;0;0;0;0;636455.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;30000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;55127.97;201527.06;0;102840.34;276960.13;0;0;0;0;0;0;0;0;0;0;0;0;0
2535;2024-12-31 00:00:00;PATRIMONIO;CAPITAL SOCIAL;APORTES DEL ESTADO;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2536;2024-12-31 00:00:00;PATRIMONIO;CAPITAL SOCIAL;DIVIDENDOS DECRETADOS EN ACCIONES;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2537;2024-12-31 00:00:00;PATRIMONIO;CAPITAL SOCIAL;PARTICIPACIONES NO CONTROLADORAS;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2538;2024-12-31 00:00:00;PATRIMONIO;CAPITAL SOCIAL;CAPITAL ASIGNADO;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2539;2024-12-31 00:00:00;PATRIMONIO;RESERVAS;0;69344779.68;66775033.6;56196526.46;10578507.14;2032952.67;536793.41;61354934.61;59321981.94;49055309.97;10266671.97;2032952.67;51088262.64;7062481.08;0;7043953.68;18527.4;390570.58;97262.81;293307.77;390570.58;390570.58;97262.81;293307.77;536793.41;8210632.06;2504721.51;198211.24;22898182.12;1216412.61;1654502.79;4750444.17;4278933.24;1469379.65;7083165.24;1429502.06;2032952.67;1255079.93;0;218281.33;54741.28;48992.85;345866.56;519917.83;116258.61;128277.19;7057.41;211841.99;17899.38;103032.2;367632.71;0;0;6001853.96;879636.51;18527.4;160541.18;1908.7;0;0;171115.97;0;0;54552.16;40596.68;969.21;0;77958.76;0;29581.52;402392.73;0;37935.54;66883.62;6732.54;124590.67;0;0;7062481.08;101033.21;0;0;2667.15;659.56;13.33;42710.65;0
2540;2024-12-31 00:00:00;PATRIMONIO;FONDOS DE DESTINACIÓN ESPECÍFICA;0;34240.45;32269.38;32269.38;0;0;1971.07;32269.38;32269.38;32269.38;0;0;32269.38;0;0;0;0;0;0;0;0;0;0;0;1971.07;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;32269.38;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;363.18;0;136.77;1471.12;0;0;0;0;0;0;0;0;0;0;0;0;0
2541;2024-12-31 00:00:00;PATRIMONIO;SUPERAVIT;0;47361061.15;47094467.37;39395317.02;7699150.35;141562.84;125030.94;36952321.63;36810758.79;29308968.9;7501789.89;141562.84;29450531.74;8151922.8;0;8153434.12;-1511.32;2131785.78;1932914;198871.78;2131785.78;2131785.78;1932914;198871.78;125030.94;6808525.34;107063.61;2304630.29;13347473;9256.29;617617.78;2026474.35;705172.2;426359.83;6568946.54;1013767.19;141562.84;352210.41;0;31434.09;262715.17;12107.6;1391.21;508319.76;199030.11;5171.57;334433.9;32310;143766.52;110117.43;0;373921.48;0;6282908.79;616449.87;-1511.32;1189537.31;64538.15;0;299357.32;3613.6;103859.24;0;1321.82;19927.33;37499.93;804.95;570.2;117416.97;16794.88;48929.64;0;40708.65;18597.77;488260.22;4971.69;18686.74;0;8151922.8;16495.96;48576.1;6072;19843.75;-1184.75;0;1454235.83;0
2542;2024-12-31 00:00:00;PATRIMONIO;GANANCIAS O PÉRDIDAS;0;7560697.55;7108192.79;6619697.1;488495.69;386360.93;66143.83;8210538.15;7824177.22;7180340.71;643836.51;386360.93;7566701.64;529972.27;0;497003.95;32968.32;-1245956.7;-1057647.56;-188309.14;-1245956.7;-1245956.7;-1057647.56;-188309.14;66143.83;1116326.82;-297697.8;3343.55;5544752.31;674687.53;276577.54;-333617.22;492354;104369.7;904137.61;-42679.43;386360.93;-60055.19;0;-258264;22432.55;-12659.87;6079.13;-279611.41;-535375.24;14193.88;56559.79;38181.85;-156675.24;222.65;651809.46;-271048.49;0;302458.92;-260573.99;32968.32;638376.4;-177583.82;0;-318951.85;-43510.15;-62232.31;0;10431.17;-13065.35;1138.75;-64132.6;27877.37;-127659;3742.01;58143.54;0;268.06;3990.22;172141.94;8566.12;-29013.54;0;529972.27;1097.16;-50800.98;-21052.99;-33090.76;-15972.48;-5673.56;-521894.46;0
2543;2024-12-31 00:00:00;PATRIMONIO;GANANCIAS O PÉRDIDAS;GANANCIAS ACUMULADAS EJERCICIOS ANTERIORES;1229043.04;1226668.96;191133.65;1035535.31;425.05;1949.03;1185771.19;1185346.14;187558.68;997787.46;425.05;187983.73;953.3;0;953.3;0;40369.52;2621.67;37747.85;40369.52;40369.52;2621.67;37747.85;1949.03;1754.52;1570.63;164773.48;23109.34;45898.31;0;35331.98;0;16720.79;51412.66;120615.94;425.05;56221.81;0;474.64;35940.82;42.63;0;1378.67;0;0;38622.65;0;0;0;544497.03;0;0;0;953.3;0;0;0;0;2514.97;0;106.7;0;0;0;4754.48;0;32993.37;0;0;0;0;0;1949.03;46669.4;310.84;0;0;953.3;0;0;0;0;0;0;0;0
2544;2024-12-31 00:00:00;PATRIMONIO;GANANCIAS O PÉRDIDAS;PÉRDIDAS ACUMULADAS EJERCICIOS ANTERIORES;-2314854.57;-2314854.57;-1445122.32;-869732.25;0;0;-1274557.36;-1274557.36;-529607.93;-744949.43;0;-529607.93;-158320.97;0;-158320.97;0;-881976.24;-757193.42;-124782.82;-881976.24;-881976.24;-757193.42;-124782.82;0;-13977.12;-72569.26;-230355.14;-56577.16;0;0;0;-2638.15;0;0;0;0;0;0;-41584.39;0;0;0;-221418.94;-293175.35;0;0;0;-148590.07;0;0;-193671.78;0;-25194.98;-2699.67;0;0;-129097.37;0;-185119.12;0;-72381.65;0;0;-8257.06;0;-39589.36;0;-97934.68;0;0;0;0;0;0;0;-1075.46;0;-158320.97;0;-29102.52;-12014.64;-18591.08;0;-1328.95;-417910.67;0
2545;2024-12-31 00:00:00;PATRIMONIO;GANANCIAS O PÉRDIDAS;GANANCIA DEL EJERCICIO;10915006.48;10464617.28;9200586.97;1264030.31;385935.88;64453.32;9830543.08;9444607.2;8213770.15;1230837.05;385935.88;8599706.03;999223.56;0;966030.3;33193.26;20786.52;20786.52;0;20786.52;20786.52;20786.52;0;64453.32;1128549.42;0;68925.21;5578220.13;628789.22;276577.54;0;494992.15;87648.91;852724.95;0;385935.88;0;0;0;0;505.36;6079.13;0;0;14193.88;17937.14;38181.85;0;2103.5;113135.4;0;0;327653.9;0;33193.26;638376.4;0;0;0;0;10355.35;0;10431.17;0;0;0;0;0;4000.53;58143.54;0;268.06;2041.19;125472.54;9473.71;0;0;999223.56;1097.16;0;0;0;0;0;0;0
2546;2024-12-31 00:00:00;PATRIMONIO;GANANCIAS O PÉRDIDAS;PÉRDIDA DEL EJERCICIO;-2238271.98;-2238271.98;-1308282.34;-929989.64;0;0;-1504086.76;-1504086.76;-675073.05;-829013.71;0;-675073.05;-311653.82;0;-311653.82;0;-422531.4;-321555.47;-100975.93;-422531.4;-422531.4;-321555.47;-100975.93;0;0;-226699.17;0;0;0;0;-368949.2;0;0;0;-163295.37;0;-116277;0;-217154.25;-13508.27;0;0;-54569.25;-242199.89;0;0;0;-8085.17;0;0;-77376.71;0;0;-258822.76;0;0;-48486.45;0;-134353.55;-43510.15;0;0;0;-4808.29;-3317.49;-24543.24;-5116;-29724.32;0;0;0;0;0;0;0;-27938.08;0;-311653.82;0;-21698.46;-9038.35;-14499.68;-15972.48;-4344.61;-103983.79;0
2547;2024-12-31 00:00:00;PATRIMONIO;GANANCIAS O PÉRDIDAS;GANANCIA O PÉRDIDA PARTICIPACIONES NO CONTROLADORAS;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2548;2024-12-31 00:00:00;PATRIMONIO;GANANCIAS O PÉRDIDAS;RESULTADOS ACUMULADOS PROCESO DE CONVERGENCIA A NIIFS;-30225.42;-29966.9;-18618.86;-11348.04;0;-258.52;-27132;-27132;-16307.14;-10824.86;0;-16307.14;-229.8;0;-4.86;-224.94;-2605.1;-2306.86;-298.24;-2605.1;-2605.1;-2306.86;-298.24;-258.52;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-13207.86;0;-5001.89;0;0;0;0;0;-1880.85;-5822.97;0;0;0;-4.86;-224.94;0;0;0;-1994.15;0;-312.71;0;0;0;-298.24;0;0;0;-258.52;0;0;0;0;0;-1218.43;0;0;-229.8;0;0;0;0;0;0;0;0
2549;2024-12-31 00:00:00;PATRIMONIO;GANANCIAS O PÉRDIDAS;RESULTADOS ACUMULADOS PROCESO DE CONVERGENCIA A NIIFS;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2550;2024-12-31 00:00:00;ESTADO DE PERDIDAS Y GANANCIAS (cifras en $ millones);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2551;2024-12-31 00:00:00;INGRESOS DE OPERACIONES;0;0;418894282.3;412259796.2;267279255.5;144980540.7;5585649.69;1048836.44;404077993.5;398492343.8;255697083;142795260.8;5585649.69;261282732.7;8788620.19;0;8544805.79;243814.4;4978832.21;3037366.74;1941465.47;4978832.21;4978832.21;3037366.74;1941465.47;1048836.44;27322181.22;6502538.62;11297940.49;142759504.4;35413482.42;4465677.17;67213504.02;22590623.33;3493280.54;41511174.03;13884251.91;5585649.69;2999766.3;0;777335.93;762921.81;1081501.26;1178726.28;2083788.08;506021.37;187907.26;5176140.73;1187598.37;726290.84;934051.11;2187810.14;139296.89;0;7597376.52;200077.46;243814.4;671537.52;25647.6;0;1440066.83;617620.01;514553.64;0;123762.79;201453.42;54437.55;412666.05;989771.97;20894.15;137721.15;460242.18;0;210576.97;240296.14;566644.47;425846.71;175249.07;0;8788620.19;626369.75;33807.16;2625.99;57288.37;490168.35;50166.69;334635.21;0
2552;2024-12-31 00:00:00;INGRESOS DE OPERACIONES;INGRESOS FINANCIEROS CARTERA;0;89305249.37;85483611.06;63832816.59;21650794.47;3071737.49;749900.82;85887622.97;82815885.48;62408965.58;20406919.9;3071737.49;65480703.07;86.05;0;0;86.05;2667639.53;1423851.01;1243788.52;2667639.53;2667639.53;1423851.01;1243788.52;749900.82;10621170.83;2678318.71;2144550.09;21716616.9;569644.62;2014072.63;8879042.43;5448728.77;2207710.04;12662918.49;4268119.18;3071737.49;1809495.56;0;540321.64;507110.1;610408.36;714883;1127341.51;300961;107808.48;963216.01;890904.21;537647.87;446581.78;2994.54;69833.9;0;0;0;86.05;0;0;0;624039.86;402481.32;337841.91;0;74226.66;121701.96;36389.29;232366.11;683215.95;0;91213.58;310503.1;0;168611.33;179572.81;136977.89;156132.75;115931.04;0;86.05;459259.81;0;0;0;223114.38;0;39445.43;0
2553;2024-12-31 00:00:00;INGRESOS DE OPERACIONES;INGRESOS FINANCIEROS CARTERA;CRÉDITOS COMERCIALES;35138432.87;34324523.12;26391632.38;7932890.74;738425.11;75484.64;34555912.58;33817487.47;26113542.89;7703944.58;738425.11;26851968;0;0;0;0;507035.65;278089.49;228946.16;507035.65;507035.65;278089.49;228946.16;75484.64;5856240.68;643245.97;1333441.48;11133147.22;437962.88;918410.92;3151859.1;2999816.82;242164.64;4320602.97;1173599.12;738425.11;314475.87;0;35361.85;42867.78;128301.33;6489.84;9.27;83750.27;95155.08;467681.32;84447.6;98948.59;95062.27;2787.8;23.08;0;0;0;0;0;0;0;0;130015.45;240302.71;0;625.95;19813.23;0;6262.22;79117.48;0;26640.27;13972.66;0;4132.99;30738.72;134442.42;591.6;30898.61;0;0;5706.9;0;0;0;10892.8;0;0;0
2554;2024-12-31 00:00:00;INGRESOS DE OPERACIONES;INGRESOS FINANCIEROS CARTERA;CRÉDITOS DE CONSUMO;26298369.52;25554784.31;17943611.69;7611172.62;244290.71;499294.5;24586415.07;24342124.36;17581514.1;6760610.26;244290.71;17825804.81;0;0;0;0;1212659.95;362097.59;850562.36;1212659.95;1212659.95;362097.59;850562.36;499294.5;2609432.18;1784115.24;398753.27;4992246.4;0;900065.76;3274178.16;1652780.33;751848;3267317.49;1214233.59;244290.71;935567.8;0;465.54;23496.06;274237.53;599964.71;466300.85;204261.13;4653.5;302817.5;70580.41;368;77800.67;0;69509.3;0;0;0;0;0;0;0;80112.27;260733.86;78181.13;0;429.29;5448.07;4836.17;203241.46;579544.26;0;29055.43;266457.99;0;139328.97;64452.11;0;119435.56;133.44;0;0;341382.2;0;0;0;6313.18;0;0;0
2555;2024-12-31 00:00:00;INGRESOS DE OPERACIONES;INGRESOS FINANCIEROS CARTERA;CARTERA DE TARJETAS DE CRÉDITO COMERCIAL;344493.22;344389.71;331778.26;12611.45;7.69;95.82;343696.85;343689.16;331077.71;12611.45;7.69;331085.4;0;0;0;0;700.55;700.55;0;700.55;700.55;700.55;0;95.82;27245.85;96.38;3122.86;181645.78;0;427.42;8786.85;13879.64;3700.79;104279.63;122.49;7.69;229.64;0;0;0;0;0;0;151.83;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;700.55;0;0;0;0;0;0;0;0;0;0;0;95.82;0;0;0;0;0;0;0;0;0;0;0;0;0
2556;2024-12-31 00:00:00;INGRESOS DE OPERACIONES;INGRESOS FINANCIEROS CARTERA;SOBREGIROS CRÉDITOS COMERCIALES;330011.24;329243.65;254449.37;74794.28;767.59;0;330011.24;329243.65;254449.37;74794.28;767.59;255216.96;0;0;0;0;0;0;0;0;0;0;0;0;22601.4;2513.38;24833.83;141665.09;6361.26;9933.73;17710.25;0;1406.12;83320.08;10036.92;767.59;2265.44;0;0;0;578.9;98.96;0;27.87;0;5890;0;0;0;0.42;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2557;2024-12-31 00:00:00;INGRESOS DE OPERACIONES;INGRESOS FINANCIEROS CARTERA;CRÉDITOS DE VIVIENDA Y LEASING HABITACIONAL;9789969.59;9681250.66;7910625.22;1770625.44;46693.7;62025.23;9620461.55;9573767.85;7834908.68;1738859.17;46693.7;7881602.38;0;0;0;0;107482.81;75716.54;31766.27;107482.81;107482.81;75716.54;31766.27;62025.23;833318.22;78430.83;147384.52;2257827.95;0;2323.08;983001.06;182621.16;809309.8;3242433.26;606150.51;46693.7;238631.08;0;1292.87;0;159663.38;0;0;0;0;0;0;6682.69;0.13;0;0;0;0;0;0;0;0;0;0;0;281.17;0;72852;438.73;31327.54;2583.37;0;0;1139;47.73;0;12518.42;48320.08;0;24697.31;0;0;0;0;0;0;0;0;0;0;0
2558;2024-12-31 00:00:00;INGRESOS DE OPERACIONES;INGRESOS FINANCIEROS CARTERA;MICROCRÉDITOS;3272996.69;2957343.03;2771488.35;185854.68;231519.97;84133.69;3097190.98;2865671.01;2771137.31;94533.7;231519.97;3002657.28;0;0;0;0;91672.02;351.04;91320.98;91672.02;91672.02;351.04;91320.98;84133.69;45228.52;8.06;0;110364.35;0;0;0;0;319402.12;86.84;0;231519.97;83.11;0;483134.62;436074.41;0;0;0;0;280.75;94533.7;725366.37;426790.57;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;91320.98;0;351.04;0;0;33082.54;26531.03;0;8394.01;16126.11;0;0;0;0;0;21315.74;0;0;0;203001.85;0;0;0
2559;2024-12-31 00:00:00;INGRESOS DE OPERACIONES;INGRESOS FINANCIEROS CARTERA;CARTERA DE TARJETAS DE CRÉDITO CONSUMO;7999979.8;7958028.84;5117595.5;2840433.34;35485.89;6465.07;7453482.05;7417996.16;4577562.82;2840433.34;35485.89;4613048.71;0;0;0;0;540032.68;540032.68;0;540032.68;540032.68;540032.68;0;6465.07;731006.32;83579.54;161871.13;1586177.73;0;9543.93;927195.87;321762.07;56217.64;1233107.66;1098676.69;35485.89;199165.42;0;0;116.16;42308.57;56163.48;638102.35;5043.37;4132.89;0;0;0;250148.98;0;0;0;0;0;0;0;0;0;488308.31;0;1230.23;0;0;0;0;11048.71;0;0;0;0;0;0;6465.07;0;4312.4;0;0;0;9363.96;0;0;0;0;0;39445.43;0
2560;2024-12-31 00:00:00;INGRESOS DE OPERACIONES;INGRESOS FINANCIEROS CARTERA;SOBREGIROS  CRÉDITOS CONSUMO;24093.33;22704.07;19872.34;2831.73;1389.26;0;24093.33;22704.07;19872.34;2831.73;1389.26;21261.6;0;0;0;0;0;0;0;0;0;0;0;0;1218.26;56.57;1432.56;12101.65;0;63.82;234.41;0;540.77;5332.53;905.75;1389.26;85.99;0;0;0;60.57;0;194.83;0.36;186.98;0;0;0;289.02;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2561;2024-12-31 00:00:00;INGRESOS DE OPERACIONES;INGRESOS FINANCIEROS CARTERA;OPERACIONES FACTORING;540240.55;540240.55;273662.91;266577.64;0;0;503714.24;503714.24;263251.87;240462.37;0;263251.87;86.05;0;0;86.05;36440.26;10411.04;26029.22;36440.26;36440.26;10411.04;26029.22;0;31675.6;0;9618.11;160397.56;0;0;174499.78;23114.98;0;4804.64;0;0;27023.53;0;0;0;0;16235.56;0;0;0;54169.37;0;0;0;206.31;0;0;0;0;86.05;0;0;0;0;8185.03;3200.94;0;0;0;0;0;17844.19;0;0;0;0;0;0;1968.8;0;7210.1;0;86.05;0;0;0;0;0;0;0;0
2562;2024-12-31 00:00:00;INGRESOS DE OPERACIONES;INGRESOS FINANCIEROS CARTERA;OPERACIONES DE DESCUENTO DE CARTERA COMERCIAL;313308.45;313279.28;154006.51;159272.77;29.17;0;309992.6;309963.43;150690.66;159272.77;29.17;150719.83;0;0;0;0;3315.85;3315.85;0;3315.85;3315.85;3315.85;0;0;38087.79;0;0;55154.79;125304.2;0;33968.57;668.04;0;0;0;29.17;52359.03;0;0;0;0;0;0;0;0;0;0;0;548.05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3872.96;3315.85;0;0;0;0;0;0;0;0;0;0
2563;2024-12-31 00:00:00;INGRESOS DE OPERACIONES;INGRESOS FINANCIEROS CARTERA;OPERACIONES DE DESCUENTO DE CARTERA DE CONSUMO;189016.54;189016.54;189016.54;0;0;0;115967.28;115967.28;115967.28;0;0;115967.28;0;0;0;0;73049.26;73049.26;0;73049.26;73049.26;73049.26;0;0;34835.43;2890.03;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17.63;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;835.27;0;0;0;0;0;0;0;0;0;72213.99;0;0;78224.19;0;0;0;0;0;0;0
2564;2024-12-31 00:00:00;INGRESOS DE OPERACIONES;INGRESOS FINANCIEROS CARTERA;OPERACIONES DE DESCUENTO DE CARTERA DE MICROCRÉDITO;5586.2;5586.2;5586.2;0;0;0;5586.2;5586.2;5586.2;0;0;5586.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18.78;0;0;0;0;5567.42;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
