idx;date;rubro;subrubro;detalle;BANCIEN S.A;BANCAMIA;BANCO W S.A.;BANCOOMEVA;BANCO FALABELLA S.A.;BANCO PICHINCHA S.A.;BANCO MUNDO MUJER S.A.;LULO BANK S.A.
132;2021-12-31 00:00:00;PASIVOS;CRÉDITOS DE BANCOS Y OTRAS OBLIGACIONES FINANCIERAS;FINANCIERA ENERGÉTICA NACIONAL (FEN);0;0;0;0;0;0;0;0
133;2021-12-31 00:00:00;PASIVOS;CRÉDITOS DE BANCOS Y OTRAS OBLIGACIONES FINANCIERAS;FONDO DE DESARROLLO ELÉCTRICO;0;0;0;0;0;0;0;0
134;2021-12-31 00:00:00;PASIVOS;CRÉDITOS DE BANCOS Y OTRAS OBLIGACIONES FINANCIERAS;OTROS BANCOS Y ENTIDADES FINANCIERAS   PAÍS;0;360076.78;0;294.79;483079.75;181007.04;82690.47;0
135;2021-12-31 00:00:00;PASIVOS;CRÉDITOS DE BANCOS Y OTRAS OBLIGACIONES FINANCIERAS;CRÉDITOS;0;360076.78;0;0;483079.75;181007.04;82690.47;0
136;2021-12-31 00:00:00;PASIVOS;CRÉDITOS DE BANCOS Y OTRAS OBLIGACIONES FINANCIERAS;DESCUBIERTOS EN CUENTA CORRIENTE BANCARIA;0;0;0;294.79;0;0;0;0
137;2021-12-31 00:00:00;PASIVOS;CRÉDITOS DE BANCOS Y OTRAS OBLIGACIONES FINANCIERAS;CRÉDITOS HIPOTECARIOS;0;0;0;0;0;0;0;0
138;2021-12-31 00:00:00;PASIVOS;CRÉDITOS DE BANCOS Y OTRAS OBLIGACIONES FINANCIERAS;ACEPTACIONES;0;0;0;0;0;0;0;0
139;2021-12-31 00:00:00;PASIVOS;CRÉDITOS DE BANCOS Y OTRAS OBLIGACIONES FINANCIERAS;CRÉDITOS ORDINARIOS;0;0;0;0;0;0;0;0
140;2021-12-31 00:00:00;PASIVOS;CRÉDITOS DE BANCOS Y OTRAS OBLIGACIONES FINANCIERAS;CONTRATOS DE ARRENDAMIENTO FINANCIERO (LEASING);0;0;0;0;0;0;0;0
141;2021-12-31 00:00:00;PASIVOS;CRÉDITOS DE BANCOS Y OTRAS OBLIGACIONES FINANCIERAS;OTROS;0;0;0;0;0;0;0;0
142;2021-12-31 00:00:00;PASIVOS;CRÉDITOS DE BANCOS Y OTRAS OBLIGACIONES FINANCIERAS;BANCOS EXTERIOR;0;0;0;0;0;0;0;0
143;2021-12-31 00:00:00;PASIVOS;CRÉDITOS DE BANCOS Y OTRAS OBLIGACIONES FINANCIERAS;CRÉDITOS;0;0;0;0;0;0;0;0
144;2021-12-31 00:00:00;PASIVOS;CRÉDITOS DE BANCOS Y OTRAS OBLIGACIONES FINANCIERAS;SOBREGIROS;0;0;0;0;0;0;0;0
145;2021-12-31 00:00:00;PASIVOS;CRÉDITOS DE BANCOS Y OTRAS OBLIGACIONES FINANCIERAS;ACEPTACIONES;0;0;0;0;0;0;0;0
146;2021-12-31 00:00:00;PASIVOS;CRÉDITOS DE BANCOS Y OTRAS OBLIGACIONES FINANCIERAS;ENTIDADES FINANCIERAS EXTERIOR;0;0;0;0;0;0;0;0
147;2021-12-31 00:00:00;PASIVOS;CRÉDITOS DE BANCOS Y OTRAS OBLIGACIONES FINANCIERAS;ORGANISMOS INTERNACIONALES;0;0;0;0;0;0;0;0
148;2021-12-31 00:00:00;PASIVOS;CRÉDITOS DE BANCOS Y OTRAS OBLIGACIONES FINANCIERAS;BANCO MUNDIAL;0;0;0;0;0;0;0;0
149;2021-12-31 00:00:00;PASIVOS;CRÉDITOS DE BANCOS Y OTRAS OBLIGACIONES FINANCIERAS;BANCO INTERAMERICANO DE DESARROLLO;0;0;0;0;0;0;0;0
150;2021-12-31 00:00:00;PASIVOS;CRÉDITOS DE BANCOS Y OTRAS OBLIGACIONES FINANCIERAS;CORPORACIÓN ANDINA DE FOMENTO;0;0;0;0;0;0;0;0
151;2021-12-31 00:00:00;PASIVOS;CRÉDITOS DE BANCOS Y OTRAS OBLIGACIONES FINANCIERAS;OTROS;0;0;0;0;0;0;0;0
152;2021-12-31 00:00:00;PASIVOS;CRÉDITOS DE BANCOS Y OTRAS OBLIGACIONES FINANCIERAS;CRÉDITOS DE ORGANISMOS INTERNACIONALES;0;0;0;0;0;0;0;0
153;2021-12-31 00:00:00;PASIVOS;CRÉDITOS DE BANCOS Y OTRAS OBLIGACIONES FINANCIERAS;OTROS;0;60111.28;0;0;0;39.03;0;0
154;2021-12-31 00:00:00;PASIVOS;CUENTAS POR PAGAR;0;0;93569.71;104766.54;55861.67;105987.22;63208.46;57030.86;5359.75
155;2021-12-31 00:00:00;PASIVOS;OBLIGACIONES LABORALES;0;0;27208.13;14755.81;7210.84;13405.75;5674.3;21826.69;1433.34
156;2021-12-31 00:00:00;PASIVOS;OTROS PASIVOS;0;0;27892.38;34018.96;83673.02;271381.22;27432.07;72873.34;2659.95
157;2021-12-31 00:00:00;PATRIMONIO;0;0;0;444456.5;562568.3;580282.05;701500.96;369689.31;416864.27;146815.83
158;2021-12-31 00:00:00;PATRIMONIO;CAPITAL SOCIAL;0;0;186042.48;171779.44;498034.39;40980.77;62558.62;142310;176633
159;2021-12-31 00:00:00;PATRIMONIO;CAPITAL SOCIAL;CAPITAL SUSCRITO Y PAGADO;0;186042.48;171779.44;498034.39;40980.77;62558.62;142310;176633
160;2021-12-31 00:00:00;PATRIMONIO;CAPITAL SOCIAL;ACCIONES, CUOTAS O PARTES DE INTERÉS SOCIAL PROPIAS READQUIRIDAS (DB);0;0;0;0;0;0;0;0
161;2021-12-31 00:00:00;PATRIMONIO;CAPITAL SOCIAL;APORTES SOCIALES;0;0;0;0;0;0;0;0
162;2021-12-31 00:00:00;PATRIMONIO;CAPITAL SOCIAL;CAPITAL MINIMO E IRREDUCTIBLE   SECCION AHORROS;0;0;0;0;0;0;0;0
163;2021-12-31 00:00:00;PATRIMONIO;CAPITAL SOCIAL;APORTES DEL ESTADO;0;0;0;0;0;0;0;0
164;2021-12-31 00:00:00;PATRIMONIO;CAPITAL SOCIAL;DIVIDENDOS DECRETADOS EN ACCIONES;0;0;0;0;0;0;0;0
165;2021-12-31 00:00:00;PATRIMONIO;CAPITAL SOCIAL;PARTICIPACIONES NO CONTROLADORAS;0;0;0;0;0;0;0;0
166;2021-12-31 00:00:00;PATRIMONIO;CAPITAL SOCIAL;CAPITAL ASIGNADO;0;0;0;0;0;0;0;0
167;2021-12-31 00:00:00;PATRIMONIO;RESERVAS;0;0;181704.9;58475.81;41353.6;448445.71;126563.39;136450.79;0
168;2021-12-31 00:00:00;PATRIMONIO;FONDOS DE DESTINACIÓN ESPECÍFICA;0;0;0;0;0;0;0;0;0
169;2021-12-31 00:00:00;PATRIMONIO;SUPERAVIT;0;0;28614.73;263279.19;10023.82;166795.51;190820.37;32310;231.09
170;2021-12-31 00:00:00;PATRIMONIO;GANANCIAS O PÉRDIDAS;0;0;48094.39;69033.86;30870.24;45278.97;-10253.07;105793.48;-30048.26
171;2021-12-31 00:00:00;PATRIMONIO;GANANCIAS O PÉRDIDAS;GANANCIAS ACUMULADAS EJERCICIOS ANTERIORES;0;211.01;31678.61;0;1378.67;114.07;0;0
172;2021-12-31 00:00:00;PATRIMONIO;GANANCIAS O PÉRDIDAS;PÉRDIDAS ACUMULADAS EJERCICIOS ANTERIORES;0;-2290.55;0;0;0;0;0;-4664.66
173;2021-12-31 00:00:00;PATRIMONIO;GANANCIAS O PÉRDIDAS;GANANCIA DEL EJERCICIO;0;50173.93;37355.25;43461.88;50399.19;0;105793.48;0
174;2021-12-31 00:00:00;PATRIMONIO;GANANCIAS O PÉRDIDAS;PÉRDIDA DEL EJERCICIO;0;0;0;0;0;-10367.14;0;-25383.6
175;2021-12-31 00:00:00;PATRIMONIO;GANANCIAS O PÉRDIDAS;GANANCIA O PÉRDIDA PARTICIPACIONES NO CONTROLADORAS;0;0;0;0;0;0;0;0
176;2021-12-31 00:00:00;PATRIMONIO;GANANCIAS O PÉRDIDAS;RESULTADOS ACUMULADOS PROCESO DE CONVERGENCIA A NIIFS;0;0;0;-12591.64;-6498.89;0;0;0
177;2021-12-31 00:00:00;PATRIMONIO;GANANCIAS O PÉRDIDAS;RESULTADOS ACUMULADOS PROCESO DE CONVERGENCIA A NIIFS;0;0;0;0;0;0;0;0
178;2021-12-31 00:00:00;ESTADO DE PERDIDAS Y GANANCIAS (cifras en $ millones);0;0;0;0;0;0;0;0;0;0
179;2021-12-31 00:00:00;INGRESOS DE OPERACIONES;0;0;0;747483.85;767980.5;707461.2;1342909.72;491745.93;733153.07;16138.08
180;2021-12-31 00:00:00;INGRESOS DE OPERACIONES;INGRESOS FINANCIEROS CARTERA;0;0;481315.26;467437.49;424989.5;768546.71;248978.76;557534.79;0.18
181;2021-12-31 00:00:00;INGRESOS DE OPERACIONES;INGRESOS FINANCIEROS CARTERA;CRÉDITOS COMERCIALES;0;23403.48;26546.28;50596.1;0;29438.69;43046.24;0
182;2021-12-31 00:00:00;INGRESOS DE OPERACIONES;INGRESOS FINANCIEROS CARTERA;CRÉDITOS DE CONSUMO;0;2598.58;10345.45;219952.02;364219.3;191161.23;42369.08;0.18
183;2021-12-31 00:00:00;INGRESOS DE OPERACIONES;INGRESOS FINANCIEROS CARTERA;CARTERA DE TARJETAS DE CRÉDITO COMERCIAL;0;0;0;0;0;215.47;0;0
184;2021-12-31 00:00:00;INGRESOS DE OPERACIONES;INGRESOS FINANCIEROS CARTERA;SOBREGIROS CRÉDITOS COMERCIALES;0;0;0;405.67;0;186.7;0;0
185;2021-12-31 00:00:00;INGRESOS DE OPERACIONES;INGRESOS FINANCIEROS CARTERA;CRÉDITOS DE VIVIENDA Y LEASING HABITACIONAL;0;673.74;0;122501.55;0;0;0;0
186;2021-12-31 00:00:00;INGRESOS DE OPERACIONES;INGRESOS FINANCIEROS CARTERA;MICROCRÉDITOS;0;436954.24;421831.14;0;0;0;464201.15;0
187;2021-12-31 00:00:00;INGRESOS DE OPERACIONES;INGRESOS FINANCIEROS CARTERA;CARTERA DE TARJETAS DE CRÉDITO CONSUMO;0;0;0;27733.73;391456.84;7612.27;0;0
188;2021-12-31 00:00:00;INGRESOS DE OPERACIONES;INGRESOS FINANCIEROS CARTERA;SOBREGIROS  CRÉDITOS CONSUMO;0;0;0;59.66;241.08;27.22;0;0
189;2021-12-31 00:00:00;INGRESOS DE OPERACIONES;INGRESOS FINANCIEROS CARTERA;OPERACIONES FACTORING;0;0;0;0;0;0;0;0
190;2021-12-31 00:00:00;INGRESOS DE OPERACIONES;INGRESOS FINANCIEROS CARTERA;OPERACIONES DE DESCUENTO DE CARTERA COMERCIAL;0;0;0;0;0;0;0;0
191;2021-12-31 00:00:00;INGRESOS DE OPERACIONES;INGRESOS FINANCIEROS CARTERA;OPERACIONES DE DESCUENTO DE CARTERA DE CONSUMO;0;0;0;0;0;0;0;0
192;2021-12-31 00:00:00;INGRESOS DE OPERACIONES;INGRESOS FINANCIEROS CARTERA;OPERACIONES DE DESCUENTO DE CARTERA DE MICROCRÉDITO;0;0;0;0;0;0;0;0
193;2021-12-31 00:00:00;INGRESOS DE OPERACIONES;INGRESOS FINANCIEROS CARTERA;OPERACIONES DE REDESCUENTO DE CARTERA CONSUMO;0;0;0;0;0;0;0;0
194;2021-12-31 00:00:00;INGRESOS DE OPERACIONES;INGRESOS FINANCIEROS CARTERA;OPERACIONES DE REDESCUENTO DE CARTERA DE VIVIENDA Y LEASING HABITACIONAL;0;0;0;0;0;0;0;0
195;2021-12-31 00:00:00;INGRESOS DE OPERACIONES;INGRESOS FINANCIEROS CARTERA;OPERACIONES DE REDESCUENTO DE CARTERA COMERCIAL;0;47.64;0;0;0;17513.19;0;0
196;2021-12-31 00:00:00;INGRESOS DE OPERACIONES;INGRESOS FINANCIEROS CARTERA;OPERACIONES DE REDESCUENTO DE CARTERA DE MICROCRÉDITO;0;13630.41;63.65;0;0;0;0;0
197;2021-12-31 00:00:00;INGRESOS DE OPERACIONES;INGRESOS FINANCIEROS CARTERA;MORATORIOS CARTERA DE CONSUMO;0;18.8;36.14;2601.01;12629.49;1659.15;476.5;0
198;2021-12-31 00:00:00;INGRESOS DE OPERACIONES;INGRESOS FINANCIEROS CARTERA;MORATORIOS CARTERA DE VIVIENDA Y LEASING HABITACIONAL;0;0.43;0;276.16;0;0;0;0
199;2021-12-31 00:00:00;INGRESOS DE OPERACIONES;INGRESOS FINANCIEROS CARTERA;MORATORIOS CARTERA COMERCIAL;0;138.41;303.81;863.59;0;1164.84;314.68;0
200;2021-12-31 00:00:00;INGRESOS DE OPERACIONES;INGRESOS FINANCIEROS CARTERA;MORATORIOS CARTERA DE MICROCRÉDITO;0;3849.53;8311.03;0;0;0;7127.14;0
201;2021-12-31 00:00:00;INGRESOS DE OPERACIONES;INGRESOS FINANCIEROS CARTERA;OTROS;0;0;-0.01;0.01;0;0;0;0
202;2021-12-31 00:00:00;INGRESOS DE OPERACIONES;INGRESOS FINANCIEROS OPERACIONES DEL MERCADO    MONETARIO Y OTROS INTERESES;0;0;1268.34;6210.49;880.63;439.63;1161.89;2672.81;17.55
203;2021-12-31 00:00:00;INGRESOS DE OPERACIONES;OTROS INTERESES BANCO REPÚBLICA;0;0;0;0;0;0;0;0;0
204;2021-12-31 00:00:00;INGRESOS DE OPERACIONES;POR VALORACIÓN DE INVERSIONES A VALOR RAZONABLE - INSTRUMENTOS DE DEUDA;0;0;843.37;2230.2;30893.51;23958.92;41809.49;322.84;11.1
205;2021-12-31 00:00:00;INGRESOS DE OPERACIONES;POR VALORACIÓN DE INVERSIONES A VALOR RAZONABLE - INSTRUMENTOS DE PATRIMONIO;0;0;54.79;911.81;254.38;0;335.49;459.94;0
206;2021-12-31 00:00:00;INGRESOS DE OPERACIONES;POR FINANCIACIÓN DE VALORES;0;0;0;0;0;0;0;0;0
207;2021-12-31 00:00:00;INGRESOS DE OPERACIONES;REAJUSTE DE LA UNIDAD DE VALOR REAL   UVR;0;0;0;0;1034.84;0;0;0;0
208;2021-12-31 00:00:00;INGRESOS DE OPERACIONES;POR VALORACIÓN A COSTO AMORTIZADO DE INVERSIONES;0;0;0;356.79;2923.58;2127.44;44.61;408.6;0
209;2021-12-31 00:00:00;INGRESOS DE OPERACIONES;COMISIONES Y/O HONORARIOS;0;0;88785.01;69253.04;82662.82;305853.96;43747.19;90305.49;14.63
210;2021-12-31 00:00:00;INGRESOS DE OPERACIONES;POR VALORACIÓN DE POSICIONES EN CORTO DE OPERACIONES REPO ABIERTO,  SIMULTÁNEAS Y TRANSFERENCIA TEMPORAL DE VALORES;0;0;0;0;0;0;0;0;0
211;2021-12-31 00:00:00;INGRESOS DE OPERACIONES;POR VENTA DE INVERSIONES;0;0;0;22.29;398.84;7142.34;490.95;3.97;0
212;2021-12-31 00:00:00;INGRESOS DE OPERACIONES;VALORACIÓN DE OPERACIONES DE CONTADO;0;0;0;48703.88;1.05;0;0;0.71;0
213;2021-12-31 00:00:00;INGRESOS DE OPERACIONES;VALORACIÓN DE DERIVADOS - DE NEGOCIACIÓN;0;0;0;0;15.72;7231.77;0;0;0
214;2021-12-31 00:00:00;INGRESOS DE OPERACIONES;POR VENTA DE ACTIVOS NO CORRIENTES MANTENIDOS PARA LA VENTA;0;0;0;0;0;0;560.82;0;0
215;2021-12-31 00:00:00;INGRESOS DE OPERACIONES;POR VENTA DE PROPIEDADES Y EQUIPO;0;0;0;0;2.88;36.4;33.08;6.58;0
216;2021-12-31 00:00:00;INGRESOS DE OPERACIONES;CAMBIOS;0;0;114.08;78685.21;0;13876.38;23221.04;0;4545.51
217;2021-12-31 00:00:00;INGRESOS DE OPERACIONES;VALORACIÓN DE DERIVADOS - DE COBERTURA;0;0;0;0;0;14321.74;0;0;0
218;2021-12-31 00:00:00;INGRESOS DE OPERACIONES;DIVIDENDOS Y PARTICIPACIONES;0;0;0;0;383.88;0;151.68;0;0
219;2021-12-31 00:00:00;INGRESOS DE OPERACIONES;ARRENDAMIENTOS;0;0;17.21;0;0;0;0;0;0
220;2021-12-31 00:00:00;INGRESOS DE OPERACIONES;POR EL MÉTODO DE PARTICIPACIÓN PATRIMONIAL;0;0;0;0;4926.61;0;0;0;0
221;2021-12-31 00:00:00;INGRESOS DE OPERACIONES;REVERSIÓN DE LA PÉRDIDA POR DETERIORO;0;0;6.59;0;47.19;0;32.34;0;0
222;2021-12-31 00:00:00;INGRESOS DE OPERACIONES;RECUPERACIONES RIESGO OPERATIVO;0;0;195.66;73.72;242.3;131.78;135.7;92.85;3.99
223;2021-12-31 00:00:00;INGRESOS DE OPERACIONES;INDEMNIZACIONES;0;0;0;123.91;243.97;0;0;0;0
224;2021-12-31 00:00:00;INGRESOS DE OPERACIONES;DIVERSOS;0;0;5945.46;28070.32;9388.76;2025.39;17729.26;1194.9;10952.48
225;2021-12-31 00:00:00;INGRESOS DE OPERACIONES;INGRESOS OPERACIONALES LEASING;0;0;0;0;0;0;77.1;0;0
226;2021-12-31 00:00:00;INGRESOS DE OPERACIONES;INGRESOS OPERACIONALES LEASING;CÁNONES DE ARRENDAMIENTO DE LEASING OPERATIVO;0;0;0;0;0;0;0;0
227;2021-12-31 00:00:00;INGRESOS DE OPERACIONES;INGRESOS OPERACIONALES LEASING;SANCIONES POR INCUMPLIMIENTO EN CONTRATOS DE LEASING  FINANCIERO;0;0;0;0;0;2.15;0;0
228;2021-12-31 00:00:00;INGRESOS DE OPERACIONES;INGRESOS OPERACIONALES LEASING;COMPONENTE FINANCIERO DE LEASING FINANCIERO -CONSUMO;0;0;0;0;0;31.97;0;0
229;2021-12-31 00:00:00;INGRESOS DE OPERACIONES;INGRESOS OPERACIONALES LEASING;COMPONENTE FINANCIERO DE LEASING FINANCIERO -COMERCIAL;0;0;0;0;0;42.98;0;0
230;2021-12-31 00:00:00;INGRESOS DE OPERACIONES;INGRESOS OPERACIONALES LEASING;COMPONENTE FINANCIERO DE LEASING FINANCIERO -MICROCRÉDITO;0;0;0;0;0;0;0;0
231;2021-12-31 00:00:00;INGRESOS DE OPERACIONES;INGRESOS OPERACIONALES LEASING;COMPONENTE FINANCIERO DE LEASING HABITACIONAL;0;0;0;0;0;0;0;0
232;2021-12-31 00:00:00;INGRESOS DE OPERACIONES;INGRESOS OPERACIONALES LEASING;OTROS;0;0;0;0;0;0;0;0
233;2021-12-31 00:00:00;INGRESOS DE OPERACIONES;RECUPERACIONES DETERIORO (DETERIORO);0;0;167988.98;65512.82;148134.13;188393.34;96226.51;80149.59;0
234;2021-12-31 00:00:00;INGRESOS DE OPERACIONES;RECUPERACIONES DETERIORO (DETERIORO);REINTEGRO PROVISIONES CUENTAS POR COBRAR;0;70891.53;2533.34;19486.38;3725.39;5554.97;8252.76;0
235;2021-12-31 00:00:00;INGRESOS DE OPERACIONES;RECUPERACIONES DETERIORO (DETERIORO);REINTEGRO PROVISIONES DE CARTERA DE CREDITOS;0;76507.15;55028.84;75864.69;75151.12;44709.01;64522.56;0
236;2021-12-31 00:00:00;INGRESOS DE OPERACIONES;RECUPERACIONES DETERIORO (DETERIORO);REINTEGRO PROVISIONES DE OPERACIONES DE LEASING FINANCIERO;0;0;0;0;0;14.32;0;0
237;2021-12-31 00:00:00;INGRESOS DE OPERACIONES;RECUPERACIONES DETERIORO (DETERIORO);REINTEGRO PROVISIONES DE OPERACIONES DE LEASING OPERATIVO;0;0;0;0;0;0;0;0
238;2021-12-31 00:00:00;INGRESOS DE OPERACIONES;RECUPERACIONES DETERIORO (DETERIORO);REINTEGRO PROVISIONES COMPONENTE INDIVIDUAL CONTRACÍCLICO DE CARTERA DE CRÉDITOS Y OPERACIONES DE LEASING DE CONSUMO;0;220.28;68.22;24497.08;54668.58;12661.25;2292.63;0
239;2021-12-31 00:00:00;INGRESOS DE OPERACIONES;RECUPERACIONES DETERIORO (DETERIORO);REINTEGRO PROVISIONES COMPONENTE INDIVIDUAL CONTRACÍCLICO DE OPERACIONES DE LEASING OPERACIONAL DE CONSUMO;0;0;0;0;0;0;0;0
240;2021-12-31 00:00:00;INGRESOS DE OPERACIONES;RECUPERACIONES DETERIORO (DETERIORO);REINTEGRO PROVISIONES COMPONENTE INDIVIDUAL CONTRACÍCLICO DE CARTERA DE CRÉDITOS Y OPERACIONES DE LEASING COMERCIALES;0;753.21;121.64;2124.14;0;2790.01;1547.3;0
241;2021-12-31 00:00:00;INGRESOS DE OPERACIONES;RECUPERACIONES DETERIORO (DETERIORO);REINTEGRO PROVISIONES COMPONENTE INDIVIDUAL CONTRACÍCLICO DE CARTERA DE OPERACIONES DE LEASING OPERACIONAL COMERCIAL;0;0;0;0;0;0;0;0
242;2021-12-31 00:00:00;INGRESOS DE OPERACIONES;RECUPERACIONES DETERIORO (DETERIORO);REINTEGRO PROVISIONES COMPONENTE INDIVIDUAL CONTRACÍCLICO DE CUENTAS POR COBRAR;0;157.08;3191.13;1074.57;1145.1;322.3;87.43;0
243;2021-12-31 00:00:00;INGRESOS DE OPERACIONES;RECUPERACIONES DETERIORO (DETERIORO);RECUPERACIÓN CARTERA Y OPERACIONES DE LEASING CASTIGADAS;0;19459.73;4569.65;25087.27;53703.15;30174.65;3446.91;0
244;2021-12-31 00:00:00;INGRESOS DE OPERACIONES;OTROS;0;0;949.1;388.53;36.61;8823.92;17010.02;0;592.64
245;2021-12-31 00:00:00;GASTOS;0;0;0;747483.85;767980.5;707461.21;1342909.71;491745.92;733153.06;16138.08
246;2021-12-31 00:00:00;GASTOS;GASTOS DE OPERACIONES;0;0;662680.88;696865.72;644645.22;1269617.35;501218.08;571485.44;41521.68
247;2021-12-31 00:00:00;GASTOS;GASTOS DE OPERACIONES;INTERESES DEPÓSITOS Y EXIGIBILIDADES;0;29972.46;34839.59;80084.65;112045.35;72196.96;49152.67;0.22
248;2021-12-31 00:00:00;GASTOS;GASTOS DE OPERACIONES;DEPÓSITOS DE AHORRO ORDINARIO;0;3080.36;6716.74;15234.39;16729.09;14613.3;5207.38;0.22
249;2021-12-31 00:00:00;GASTOS;GASTOS DE OPERACIONES;DEPÓSITOS DE AHORRO DE VALOR CONSTANTE;0;0;0;0;0;0;0;0
250;2021-12-31 00:00:00;GASTOS;GASTOS DE OPERACIONES;CERTIFICADOS DE AHORRO A TERMINO;0;26788.78;28117.2;63054.97;95219.03;57029.91;43943.28;0
251;2021-12-31 00:00:00;GASTOS;GASTOS DE OPERACIONES;OTROS INTERESES;0;103.32;5.65;1795.29;97.23;553.75;2.01;0
252;2021-12-31 00:00:00;GASTOS;GASTOS DE OPERACIONES;INTERESES CRÉDITOS DE BANCOS Y OTRAS OBLIGACIONES FINANCIERAS;0;21389.85;5754.76;5779.79;6535.81;22415.85;13794.13;39.38
253;2021-12-31 00:00:00;GASTOS;GASTOS DE OPERACIONES;FINANCIEROS POR OPERACIONES DEL MERCADO     MONETARIO Y OTROS INTERESES;0;5434.59;23551.2;38953.57;9098.55;2047.3;15731.94;0
254;2021-12-31 00:00:00;GASTOS;GASTOS DE OPERACIONES;PÉRDIDA EN VENTA DE BIENES RECIBIDOS EN PAGO Y RESTITUIDOS;0;0;0;0;0;11.47;0;0
255;2021-12-31 00:00:00;GASTOS;GASTOS DE OPERACIONES;VALORACIÓN INVERSIONES A VALOR RAZONABLE - INSTRUMENTOS DE DEUDA.;0;697.44;1156.18;26469.55;0;35631.99;1230.89;0
256;2021-12-31 00:00:00;GASTOS;GASTOS DE OPERACIONES;POR VALORACIÓN A COSTO AMORTIZADO DE INVERSIONES;0;0;0.77;3.39;0;0;0;0.01
257;2021-12-31 00:00:00;GASTOS;GASTOS DE OPERACIONES;VALORACIÓN DE INVERSIONES A VALOR RAZONABLE - INSTRUMENTOS DE PATRIMONIO.;0;0;838.49;184.06;0;0;0;0
258;2021-12-31 00:00:00;GASTOS;GASTOS DE OPERACIONES;REAJUSTE DE LA UNIDAD DE VALOR REAL   UVR;0;0;0;0;0;0;0;0
259;2021-12-31 00:00:00;GASTOS;GASTOS DE OPERACIONES;SERVICIOS DE ADMINISTRACIÓN E INTERMEDIACIÓN;0;0;1601.71;0;0;0;756.92;0
260;2021-12-31 00:00:00;GASTOS;GASTOS DE OPERACIONES;COMISIONES;0;10293;9720.78;35859.78;63316.72;11960.99;7266.33;221.08
261;2021-12-31 00:00:00;GASTOS;GASTOS DE OPERACIONES;BENEFICIOS A EMPLEADOS;0;179193.26;147012.86;83082.04;113678.06;76121.18;215551.2;23591.4
262;2021-12-31 00:00:00;GASTOS;GASTOS DE OPERACIONES;SINIESTROS LIQUIDADOS;0;0;0;0;0;0;0;0
263;2021-12-31 00:00:00;GASTOS;GASTOS DE OPERACIONES;POR VALORACIÓN EN POSICIONES EN CORTO DE OPERACIONES REPO ABIERTO, SIMULTÁNEAS Y TRANSFERENCIA TEMPORAL DE VALORES;0;0;0;0;0;0;0;0
264;2021-12-31 00:00:00;GASTOS;GASTOS DE OPERACIONES;POR VENTA DE PROPIEDADES Y EQUIPO;0;0;0;39.14;14.98;0;0.3;0
265;2021-12-31 00:00:00;GASTOS;GASTOS DE OPERACIONES;POR  VENTA DE INVERSIONES;0;0;14.72;389.07;67.26;276.03;0;0
266;2021-12-31 00:00:00;GASTOS;GASTOS DE OPERACIONES;ACTIVOS NO CORRIENTES MANTENIDOS PARA LA VENTA;0;0;0;45.66;0;0;0;0
267;2021-12-31 00:00:00;GASTOS;GASTOS DE OPERACIONES;PÉRDIDA EN VENTA DE CARTERA;0;0;0;500.9;0;0;0;0
268;2021-12-31 00:00:00;GASTOS;GASTOS DE OPERACIONES;PÉRDIDA EN LA VALORACION DE OPERACIONES DE CONTADO;0;0;47901.57;4.43;0;0;8.36;0
269;2021-12-31 00:00:00;GASTOS;GASTOS DE OPERACIONES;VALORACION DE DERIVADOS – DE NEGOCIACIÓN;0;0;0;15.72;1338.28;0;0;0
270;2021-12-31 00:00:00;GASTOS;GASTOS DE OPERACIONES;HONORARIOS;0;9772.82;11932.05;6589.59;42645.97;5985.72;8975.85;1157.9
271;2021-12-31 00:00:00;GASTOS;GASTOS DE OPERACIONES;PÉRDIDA POR SINIESTROS-RIESGO OPERATIVO;0;1026.33;95.57;2049.13;3231.88;0;51.84;0
272;2021-12-31 00:00:00;GASTOS;GASTOS DE OPERACIONES;CAMBIOS;0;171.55;65500.59;0;36799.03;21426.21;0;110.75
273;2021-12-31 00:00:00;GASTOS;GASTOS DE OPERACIONES;POR VALORACIÓN DE DERIVADOS – DE COBERTURA;0;0;0;0;0;0;0;0
274;2021-12-31 00:00:00;GASTOS;GASTOS DE OPERACIONES;IMPUESTOS Y TASAS;0;12589.81;16820.05;24992.51;18967.92;14562.65;20641;584.42
275;2021-12-31 00:00:00;GASTOS;GASTOS DE OPERACIONES;POR EL MÉTODO DE PARTICIPACIÓN PATRIMONIAL;0;0;0;0;0;0;0;0
276;2021-12-31 00:00:00;GASTOS;GASTOS DE OPERACIONES;ARRENDAMIENTOS;0;1357.85;2656.93;2090.85;18046.85;5974.72;6232.63;57.01
277;2021-12-31 00:00:00;GASTOS;GASTOS DE OPERACIONES;CONTRIBUCIONES, AFILIACIONES Y TRANSFERENCIAS;0;640.85;1022.26;11846.49;1574.57;738.12;1173.65;69.99
278;2021-12-31 00:00:00;GASTOS;GASTOS DE OPERACIONES;SEGUROS;0;3746.26;3299.87;2098.8;14518.75;8017.45;4612.25;479.18
279;2021-12-31 00:00:00;GASTOS;GASTOS DE OPERACIONES;MANTENIMIENTO Y REPARACIONES;0;8486.49;9586.51;17164.64;62993.95;6340.76;1969.34;199.62
280;2021-12-31 00:00:00;GASTOS;GASTOS DE OPERACIONES;ADECUACIÓN E INSTALACIÓN;0;3094.01;1308.57;497.96;544.43;613.11;3755.94;1.72
